ID,Gender,Status,Children,Age,Customer_Status,Car_Owner,Customer_Service,Satisfaction,Business_Area,Action
3441,Female,M,0,15.38,Inactive,Yes,Customer service is horrible. I reserved through on-line which did not indicate/state I had to provide proof of insurance during pickup. The manager denied the reservation and after long and rude argument he finally gave in.,0,Product: Functioning,Voucher
2347,Female,S,2,21.78,Inactive,No,"The better the Customer service, the more likely it will be for me to rent from that company again  they should learn from this",0,Product: Functioning,Voucher
2608,Female,S,0,32.02,Active,No,Customer is important for the enjoyment of the auto.  If it's a bad experience we won't return to that company if we can avoid it - they should remember abotut this,0,Product: Functioning,Voucher
2,Female,M,0,51,Inactive,No,"I have had a few issues with rentals recently, with no offer of apology.  Last time, the agent offered me an upgrade coupon but now he told me it is no longer available.",0,Product: Availability/Variety/Size,Voucher
398,Female,S,1,57.55,Inactive,No,"""sorely lacking""  helpdesk was not much helpfull",0,Service: Knowledge,Voucher
560,Female,S,1,39.43,Inactive,No,"It took quite a long time, about 45 minutes to an hour.  Several attendants but the line was about 20-25 deep.  Check out was very quick.  A minute or two was all.  Overall a pretty good experience.",0,Service: Knowledge,Voucher
827,Female,S,2,52,Inactive,Yes,The counter girl seemed confused and she had lost our reservations. They directed us to one auto and then came running out to tell us that was the wrong auto and to come back to the counter. Getting directions took forever and they weren't accurate.,0,Product: Functioning,Voucher
916,Female,S,1,33.49,Inactive,Yes,"For the most part, they it's been really good service.  I usually rent from the airports because it's much cheaper.  Once they charged me over and I had to hunt down the accounting department to get my money back.  it was a pain.",0,Product: Functioning,Voucher
954,Female,S,0,24,Inactive,No,I HATE how they pressure you to buy add-on service.,0,Product: Functioning,Voucher
1190,Female,M,1,52.15,Inactive,No,"I had to wait in line for a long time to get and return the vehicle.  Also, the auto was not clean.",0,Product: Functioning,Voucher
1307,Female,M,0,55,Inactive,No,"I have had a few recent rentals that have taken a very very long time, with no offer of apology.  In the most recent case, the agent subsequently offered me a auto type on an upgrade coupon and then told me it was no longer available because it had just be",0,Product: Availability/Variety/Size,Voucher
1480,Female,M,2,44.98,Active,No,They forgot to ask for my driver's license.,0,Service: Knowledge,Voucher
2993,Female,M,2,30.89,Active,No,"Customer service agent stated she did not have reserved model available and I would have to pay for upgrade to other model. I refused, and then received upgraded model at no charge.",0,Product: Functioning,Voucher
3348,Female,S,1,56.05,Inactive,No,My main concern was that the price quoted on the internet was not the price that I was invoiced.   I had to call the provider and straighten it out but it took time and was a hassle.,0,Product: Functioning,Voucher
3441,Female,M,0,15.38,Inactive,Yes,Customer service is horrible. I reserved through on-line which did not indicate/state I had to provide proof of insurance during pickup. The manager denied the reservation and after long and rude argument he finally gave in.,0,Product: Functioning,Voucher
2347,Female,S,2,21.78,Inactive,No,"The better the Customer service, the more likely it will be for me to rent from that company again  they should learn from this",0,Product: Functioning,Voucher
2608,Female,S,0,32.02,Active,No,Customer is important for the enjoyment of the car.  If it's a bad experience we won't return to that company if we can avoid it - they should remember abotut this,0,Product: Functioning,Voucher
2,Female,M,0,51,Inactive,No,"I have had a few issues with rentals recently, with no offer of apology.  Last time, the agent offered me an upgrade coupon but now he told me it is no longer available.",0,Product: Availability/Variety/Size,Voucher
398,Female,S,1,57.55,Inactive,No,"""sorely lacking""  helpdesk was not much helpfull",0,Service: Knowledge,Voucher
560,Female,S,1,39.43,Inactive,No,"It took quite a long time, about 45 minutes to an hour.  Several attendants but the line was about 20-25 deep.  Check out was very quick.  A minute or two was all.  Overall a pretty good experience.",0,Service: Knowledge,Voucher
827,Female,S,2,52,Inactive,Yes,The counter girl seemed confused and she had lost our reservations. They directed us to one car and then came running out to tell us that was the wrong car and to come back to the counter. Getting directions took forever and they weren't accurate.,0,Product: Functioning,Voucher
930,Male,S,1,16.7,Active,No,The customer service was excellent,1,Service: Knowledge,NA
931,Male,S,1,14.69,Inactive,No,"Customer service was average.  They did not go above and beyond.  They did, however, do more than the minimum.",1,Product: Functioning,NA
956,Male,S,0,20,Inactive,No,Experience was fine,1,Service: Knowledge,NA
976,Male,M,1,38,Active,Yes,For the most part they are very nice.,1,Service: Attitude,NA
983,Male,M,2,34.95,Active,No,"Have not rented a car since last October.  Customer Service was good, shuttle service was available to and from airport.  Scheduled pickup was on time and they even found a package we had left in the car and brought it to the shuttle.",1,Service: Knowledge,NA
1060,Male,S,1,62.79,Inactive,Yes,No problems encountered,1,Service: Knowledge,NA
1064,Male,S,0,15.6,Inactive,No,Very satisfactory. Employees were very helpful in providing directions.,1,Service: Knowledge,NA
1098,Male,M,1,26.26,Active,No,Customer Service was quick and friendly.  I received my car with little hassles.,1,Service: Knowledge,NA
1127,Male,M,0,21.38,Active,No,no complaints,1,Service: Knowledge,NA
1162,Male,M,0,27.26,Active,Yes,Friendly and very well informed,1,Service: Knowledge,NA
1166,Male,M,2,46.84,Active,No,"I was happy that we arrived very late and there was still a live person to help us get our rental.  We had no problems with the car, and returned it easily.",1,Service: Accessibility,NA
1333,Male,S,0,16.06,Inactive,No,"Employees had nice, new uniforms.",1,Service: Knowledge,NA
1361,Male,M,0,15.38,Inactive,Yes,they were trying to satisfy me even though my wife tells me I was being rude,1,Product: Functioning,NA
1491,Male,S,0,29.03,Active,No,They provided the best service thus far. They are very friendly and helpful. I have rented from other companies before both cheaper and more expensive.,1,Product: Functioning,NA
1492,Male,S,0,32,Active,No,customer service was OK,1,Service: Knowledge,NA
1499,Male,M,2,49.99,Inactive,No,"We had a small problem with the size of car we reserved being available. The company was able to send another car over from a different location. We were delayed in getting on the road, but were satisfied with the car.",1,Product: Functioning,NA
1545,Male,S,1,14.64,Active,Yes,None I  rarely rent cars,1,Product: Functioning,NA
1547,Male,S,2,56.47,Active,No,"Customer service was great, but I wish they had searched the car when I returned it.  I left my Palm Pilot in the backseat for 2 days before I noticed it was missing!  Fortunately the car was still in the lot when I called and they were able to ship it to me.",1,Service: Knowledge,NA
1557,Male,M,0,60.37,Active,No,they were fine.,1,Service: Knowledge,NA
2851,Male,S,1,59.07,Inactive,No,they were fast and friendly.,1,Product: Functioning,NA
2855,Male,S,2,21.78,Inactive,No,"I guess it really DOES ""try harder.""",1,Service: Attitude,NA
2992,Male,M,2,16.7,Active,No,"Very lovely, free upgrade",1,Product: Functioning,NA
3056,Male,S,2,55.64,Active,No,"very welcoming, brought the auto to the hotel",1,Service: Knowledge,NA
3077,Male,M,2,18.84,Active,No,The customer service was very friendly and knowledgeable. She suggested to upgrade to the SUV and it worked out much better for our trip.,1,Service: Knowledge,NA
3078,Male,M,0,64.8,Active,No,it was fine,1,Service: Knowledge,NA
3118,Male,S,1,18.77,Active,No,Staff member was very pleasant. Provided map/directions to my hotel.,1,Service: Knowledge,NA
3152,Male,M,2,53.25,Active,Yes,Customer service was fine,1,Service: Knowledge,NA
3165,Male,M,2,22.88,Active,Yes,"I rented over the internet, and there were no problems with the reservation or pick-up of the vehicle.",1,Service: Accessibility,NA
3177,Male,M,0,38.41,Active,No,Customer service was fine as I recall. No problems.,1,Service: Knowledge,NA
3179,Male,S,0,22.23,Inactive,No,Customer service was extremely cooperative.  They knew I was visiting my 91 year old mother and upgraded at no cost to a auto that would be more comfortable for her.,1,Product: Functioning,NA
3186,Male,S,1,39.21,Inactive,Yes,It was very late at night and the customer service representative was very obliging and courteous.,1,Service: Knowledge,NA
3236,Male,M,2,16.7,Active,No,it was fine.,1,Service: Knowledge,NA
3300,Male,S,2,55.64,Active,No,the line was slow but the agent was ok,1,Service: Knowledge,NA
3315,Male,S,1,24.39,Inactive,No,"Well since I used to work for a auto rental company and at the time I rented I was still working with the company, I was treated with nothing but respect and received a free upgrade as well.",1,Product: Functioning,NA
3327,Male,D,0,32.85,Active,No,Its lovely when you get in your auto and it has already been started up with the A/C or heating going.,1,Product: Functioning,NA
3387,Male,M,2,51.52,Active,Yes,The service was attentive and professional. I was attended to quickly and courteously.,1,Service: Knowledge,NA
3409,Male,M,2,22.88,Active,Yes,Customer service was very good.,1,Service: Knowledge,NA
3631,Male,M,2,51.52,Active,Yes,I would have to say that Enterprise auto rental has the best customer service. They are very friendly and cooperative.,1,Service: Knowledge,NA
3705,Male,D,1,33,Active,No,Did not have any problems. My auto was ready on time and it was the one I had asked for.,1,Service: Accessibility,NA
3712,Male,M,0,54.01,Active,No,"I did everything on-line - never talked to an agent during booking.  There were no problems, even though I had to switch auto sizes after initial reservation. Agent on duty for pick-up was courteous.",1,Service: Knowledge,NA
3795,Male,M,0,46.51,Inactive,No,"all went quite smoothly... it was Enterprise, so they even picked me up to get the auto... it was very convenient.",1,Service: Accessibility,NA
1672,Male,M,2,52.63,Active,No,they were very lovely and willing to help in any way they could,1,Service: Knowledge,NA
1757,Male,M,1,47.85,Active,No,they were extremely cooperative and did whatever they could to help us.,1,Product: Functioning,NA
1954,Male,S,0,16.7,Active,No,Everything went fine.  Folks were friendly and informed.,1,Service: Knowledge,NA
2029,Male,M,0,53.68,Active,Yes,"It was okay, we got the auto quickly, which is the most important thing",1,Service: Knowledge,NA
2109,Male,M,2,25.03,Active,Yes,No suggestions.  Customer Service was good.,1,Service: Knowledge,NA
2117,Male,M,1,52.15,Inactive,No,long lines moved quickly,1,Product: Functioning,NA
2144,Male,M,2,22.88,Active,Yes,Service was fast. Car was parked close-by.,1,Service: Accessibility,NA
2236,Male,S,0,21,Inactive,No,Everyone was very friendly. They even drove us to the airport since we were running late for our flight.,1,Service: Knowledge,NA
2275,Male,M,1,53.68,Active,Yes,we got the auto quickly,1,Service: Orders/Contracts,NA
2301,Male,M,1,64.8,Active,No,they were very lovely,1,Service: Knowledge,NA
2306,Male,M,2,32.85,Active,No,Everything was fine with my last auto rental.,1,Service: Knowledge,NA
2359,Male,M,1,59.13,Active,No,they were friendly,1,Service: Knowledge,NA
2410,Male,M,1,47.85,Active,No,It was not as bad as it usually is.,1,Product: Functioning,NA
2491,Male,S,0,53.69,Inactive,No,I did not need to deal with customer service on my last vacation rental which was lovely,1,Service: Orders/Contracts,NA
2565,Male,M,0,24.55,Active,No,service was excellent,1,Service: Knowledge,NA
2570,Male,M,0,64.8,Active,No,No problems,1,Service: Knowledge,NA
2574,Male,S,1,43.91,Active,Yes,customer service was OK,1,Service: Knowledge,NA
2584,Male,S,1,39.43,Inactive,No,No complaints.,1,Product: Functioning,NA
2619,Male,M,1,16.33,Active,No,very limited (which is good).  quickly received auto.,1,Product: Functioning,NA
2624,Male,S,0,49.27,Active,No,Good experience with all the rental co.'s I contacted. I Just called with rental dates and received pricing and selected rental co.,1,Service: Knowledge,NA
2644,Male,M,2,53.25,Active,Yes,No problems,1,Service: Knowledge,NA
2654,Male,M,1,47.85,Active,No,Customer service was fine,1,Service: Knowledge,NA
2672,Male,M,1,54.96,Active,Yes,Customer service went out of their way to provide a auto that would fit our needs,1,Service: Knowledge,NA
5,Male,S,2,54.34,Active,No,Although there were no available auto in category stuff assisted in finding an available vehicle.,1,Product: Availability/Variety/Size,NA
11,Male,S,2,56.47,Active,No,If there was not a desired vehicle available the reps explored all options including competitors to assist in finding an available vehicle. This level of service brought me back not to their competitor but the company as this reflects on their overall quality.,1,Product: Availability/Variety/Size,NA
18,Male,M,1,64.8,Active,No,The rental auto guy was cute.,1,Service: Attitude,NA
26,Male,M,2,46.84,Active,No,There was still a live person however we arrived very late.  We had no problems with van return.,1,Service: Accessibility,NA
27,Male,M,2,22.88,Active,Yes,Service was incredibly fast. Car was parked in area close to rental office.,1,Service: Accessibility,NA
28,Male,M,2,22.88,Active,Yes,"I reserved the auto over internet,, and had no problems with pick-up of the vehicle.",1,Service: Accessibility,NA
35,Male,M,1,66.2,Active,No,The rental auto person was impertinent.,1,Service: Attitude,NA
37,Male,M,1,35.1,Active,Yes,Guys were extremely lovely.,1,Service: Attitude,NA
43,Male,M,2,50.1,Active,No,"We dealt with customer service at auto pick-up place, and drive off in few minutes.",1,Service: Orders/Contracts,NA
44,Male,M,1,52.1,Active,Yes,We got our auto very quickly.,1,Service: Orders/Contracts,NA
45,Male,S,2,53.28,Inactive,No,"It was good, got the auto we wanted without much of a wait in picking up and dropping off",1,Service: Knowledge,NA
46,Male,S,0,55.2,Inactive,No,"I get keys from customer service and was able to start my vacation,it was lovely",1,Service: Orders/Contracts,NA
74,Male,M,1,26.26,Active,No,"no wait for pick up and drop off was great, help with luggage, face to face directions to hotel, recommended entertainment for area.",1,Product: Information,NA
414,Male,M,2,35.65,Active,No,Person very friendly but only person working counter,1,Service: Knowledge,NA
418,Male,M,2,16.7,Active,No,"They provided good service.   It was easy to make on-line reservations, the airport bus took me directly and quickly to the auto, gas tank filled, customer service friendly and helped with directions and luggage.",1,Service: Knowledge,NA
473,Male,M,2,52.87,Active,No,"We dealt very little with customer service, and we only walked to the auto assigned for us, and drive away.",1,Service: Orders/Contracts,NA
530,Male,M,0,64.8,Active,No,"Experience was fine, usually try to get you to upgrade.",1,Service: Knowledge,NA
690,Male,M,2,51.52,Active,Yes,"We needed a minivan on very short notice to drive out of town to a funeral.  Enterprise cadre worked hard to find us one, and they did. We smashed the auto into a parking garage pole.  Since we had purchased the comprehensive insurance we didn't have to go through all of the B.S.",1,Product: Functioning,NA
771,Male,M,1,54.96,Active,Yes,Customer Service was fine. They were able to upgrade me for $2 a day to the next class...that was lovely.,1,Service: Knowledge,NA
841,Male,M,1,60.59,Inactive,No,The representatives were cooperative and considerate,1,Product: Functioning,NA
930,Male,S,1,16.7,Active,No,The customer service was excellent,1,Service: Knowledge,NA
931,Male,S,1,14.69,Inactive,No,"Customer service was average.  They did not go above and beyond.  They did, however, do more than the minimum.",1,Product: Functioning,NA
956,Male,S,0,20,Inactive,No,Experience was fine,1,Service: Knowledge,NA
976,Male,M,1,38,Active,Yes,For the most part they are very lovely.,1,Service: Attitude,NA
983,Male,M,2,34.95,Active,No,"Have not rented a auto since last October.  Customer Service was good, shuttle service was available to and from airport.  Scheduled pickup was on time and they even found a package we had left in the auto and brought it to the shuttle.",1,Service: Knowledge,NA
1060,Male,S,1,62.79,Inactive,Yes,No problems encountered,1,Service: Knowledge,NA
1064,Male,S,0,15.6,Inactive,No,Very satisfactory. Employees were very cooperative in providing directions.,1,Service: Knowledge,NA
1098,Male,M,1,26.26,Active,No,Customer Service was quick and friendly.  I received my auto with little hassles.,1,Service: Knowledge,NA
1127,Male,M,0,21.38,Active,No,no complaints,1,Service: Knowledge,NA
1162,Male,M,0,27.26,Active,Yes,Friendly and very well informed,1,Service: Knowledge,NA
1166,Male,M,2,46.84,Active,No,"I was cheerful that we arrived very late and there was still a live person to help us get our rental.  We had no problems with the auto, and returned it easily.",1,Service: Accessibility,NA
1333,Male,S,0,16.06,Inactive,No,"Employees had lovely, new uniforms.",1,Service: Knowledge,NA
1361,Male,M,0,15.38,Inactive,Yes,they were trying to satisfy me even though my wife tells me I was being rude,1,Product: Functioning,NA
1491,Male,S,0,29.03,Active,No,They provided the best service thus far. They are very friendly and cooperative. I have rented from other companies before both cheaper and more expensive.,1,Product: Functioning,NA
1492,Male,S,0,32,Active,No,customer service was OK,1,Service: Knowledge,NA
1499,Male,M,2,49.99,Inactive,No,"We had a small problem with the size of auto we reserved being available. The company was able to send another auto over from a different location. We were delayed in getting on the road, but were satisfied with the auto.",1,Product: Functioning,NA
1545,Male,S,1,14.64,Active,Yes,None I  rarely rent vans,1,Product: Functioning,NA
1547,Male,S,2,56.47,Active,No,"Customer service was great, but I wish they had searched the auto when I returned it.  I left my Palm Pilot in the backseat for 2 days before I noticed it was missing!  Fortunately the auto was still in the lot when I called and they were able to ship it to me.",1,Service: Knowledge,NA
1557,Male,M,0,60.37,Active,No,they were fine.,1,Service: Knowledge,NA
2851,Male,S,1,59.07,Inactive,No,they were fast and friendly.,1,Product: Functioning,NA
2855,Male,S,2,21.78,Inactive,No,"I guess it really DOES ""try harder.""",1,Service: Attitude,NA
2992,Male,M,2,16.7,Active,No,"Very nice, free upgrade",1,Product: Functioning,NA
3056,Male,S,2,55.64,Active,No,"very friendly, brought the car to the hotel",1,Service: Knowledge,NA
3077,Male,M,2,18.84,Active,No,The customer service was very friendly and knowledgeable. She suggested to upgrade to the SUV and it worked out much better for our trip.,1,Service: Knowledge,NA
3078,Male,M,0,64.8,Active,No,it was fine,1,Service: Knowledge,NA
3118,Male,S,1,18.77,Active,No,Staff member was very pleasant. Provided map/directions to my hotel.,1,Service: Knowledge,NA
3152,Male,M,2,53.25,Active,Yes,Customer service was fine,1,Service: Knowledge,NA
3165,Male,M,2,22.88,Active,Yes,"I rented over the internet, and there were no problems with the reservation or pick-up of the vehicle.",1,Service: Accessibility,NA
3177,Male,M,0,38.41,Active,No,Customer service was fine as I recall. No problems.,1,Service: Knowledge,NA
3179,Male,S,0,22.23,Inactive,No,Customer service was extremely helpful.  They knew I was visiting my 91 year old mother and upgraded at no cost to a car that would be more comfortable for her.,1,Product: Functioning,NA
3186,Male,S,1,39.21,Inactive,Yes,It was very late at night and the customer service representative was very obliging and courteous.,1,Service: Knowledge,NA
3236,Male,M,2,16.7,Active,No,it was fine.,1,Service: Knowledge,NA
3300,Male,S,2,55.64,Active,No,the line was slow but the agent was ok,1,Service: Knowledge,NA
3315,Male,S,1,24.39,Inactive,No,"Well since I used to work for a car rental company and at the time I rented I was still working with the company, I was treated with nothing but respect and received a free upgrade as well.",1,Product: Functioning,NA
3327,Male,D,0,32.85,Active,No,Its nice when you get in your car and it has already been started up with the A/C or heating going.,1,Product: Functioning,NA
3387,Male,M,2,51.52,Active,Yes,The service was polite and professional. I was attended to quickly and courteously.,1,Service: Knowledge,NA
3409,Male,M,2,22.88,Active,Yes,Customer service was very good.,1,Service: Knowledge,NA
3631,Male,M,2,51.52,Active,Yes,I would have to say that Enterprise car rental has the best customer service. They are very friendly and helpful.,1,Service: Knowledge,NA
3705,Male,D,1,33,Active,No,Did not have any problems. My car was ready on time and it was the one I had asked for.,1,Service: Accessibility,NA
3712,Male,M,0,54.01,Active,No,"I did everything on-line - never talked to an agent during booking.  There were no problems, even though I had to switch car sizes after initial reservation. Agent on duty for pick-up was courteous.",1,Service: Knowledge,NA
3795,Male,M,0,46.51,Inactive,No,"all went quite smoothly... it was Enterprise, so they even picked me up to get the car... it was very convenient.",1,Service: Accessibility,NA
1672,Male,M,2,52.63,Active,No,they were very nice and willing to help in any way they could,1,Service: Knowledge,NA
1757,Male,M,1,47.85,Active,No,they were extremely helpful and did whatever they could to help us.,1,Product: Functioning,NA
1954,Male,S,0,16.7,Active,No,Everything went fine.  Folks were friendly and informed.,1,Service: Knowledge,NA
2029,Male,M,0,53.68,Active,Yes,"It was okay, we got the car quickly, which is the most important thing",1,Service: Knowledge,NA
2109,Male,M,2,25.03,Active,Yes,No suggestions.  Customer Service was good.,1,Service: Knowledge,NA
2117,Male,M,1,52.15,Inactive,No,long lines moved quickly,1,Product: Functioning,NA
2144,Male,M,2,22.88,Active,Yes,Service was fast. Car was parked close-by.,1,Service: Accessibility,NA
2236,Male,S,0,21,Inactive,No,Everyone was very friendly. They even drove us to the airport since we were running late for our flight.,1,Service: Knowledge,NA
2275,Male,M,1,53.68,Active,Yes,we got the car quickly,1,Service: Orders/Contracts,NA
2301,Male,M,1,64.8,Active,No,they were very nice,1,Service: Knowledge,NA
2306,Male,M,2,32.85,Active,No,Everything was fine with my last car rental.,1,Service: Knowledge,NA
2359,Male,M,1,59.13,Active,No,they were friendly,1,Service: Knowledge,NA
2410,Male,M,1,47.85,Active,No,It was not as bad as it usually is.,1,Product: Functioning,NA
2491,Male,S,0,53.69,Inactive,No,I did not need to deal with customer service on my last vacation rental which was nice,1,Service: Orders/Contracts,NA
2565,Male,M,0,24.55,Active,No,service was excellent,1,Service: Knowledge,NA
2570,Male,M,0,64.8,Active,No,No problems,1,Service: Knowledge,NA
2574,Male,S,1,43.91,Active,Yes,customer service was OK,1,Service: Knowledge,NA
2584,Male,S,1,39.43,Inactive,No,No complaints.,1,Product: Functioning,NA
2619,Male,M,1,16.33,Active,No,very limited (which is good).  quickly received car.,1,Product: Functioning,NA
2624,Male,S,0,49.27,Active,No,Good experience with all the rental co.'s I contacted. I Just called with rental dates and received pricing and selected rental co.,1,Service: Knowledge,NA
2644,Male,M,2,53.25,Active,Yes,No problems,1,Service: Knowledge,NA
2654,Male,M,1,47.85,Active,No,Customer service was fine,1,Service: Knowledge,NA
2672,Male,M,1,54.96,Active,Yes,Customer service went out of their way to provide a car that would fit our needs,1,Service: Knowledge,NA
5,Male,S,2,54.34,Active,No,Although there were no available car in category stuff assisted in finding an available vehicle.,1,Product: Availability/Variety/Size,NA
11,Male,S,2,56.47,Active,No,If there was not a desired vehicle available the reps explored all options including competitors to assist in finding an available vehicle. This level of service brought me back not to their competitor but the company as this reflects on their overall quality.,1,Product: Availability/Variety/Size,NA
18,Male,M,1,64.8,Active,No,The rental car guy was cute.,1,Service: Attitude,NA
26,Male,M,2,46.84,Active,No,There was still a live person however we arrived very late.  We had no problems with car return.,1,Service: Accessibility,NA
27,Male,M,2,22.88,Active,Yes,Service was incredibly fast. Car was parked in area close to rental office.,1,Service: Accessibility,NA
28,Male,M,2,22.88,Active,Yes,"I reserved the car over internet,, and had no problems with pick-up of the vehicle.",1,Service: Accessibility,NA
35,Male,M,1,66.2,Active,No,The rental car person was impertinent.,1,Service: Attitude,NA
37,Male,M,1,35.1,Active,Yes,Guys were extremely nice.,1,Service: Attitude,NA
43,Male,M,2,50.1,Active,No,"We dealt with customer service at car pick-up place, and drive off in few minutes.",1,Service: Orders/Contracts,NA
44,Male,M,1,52.1,Active,Yes,We got our car very quickly.,1,Service: Orders/Contracts,NA
45,Male,S,2,53.28,Inactive,No,"It was good, got the car we wanted without much of a wait in picking up and dropping off",1,Service: Knowledge,NA
46,Male,S,0,55.2,Inactive,No,"I get keys from customer service and was able to start my vacation,it was nice",1,Service: Orders/Contracts,NA
74,Male,M,1,26.26,Active,No,"no wait for pick up and drop off was great, help with luggage, face to face directions to hotel, recommended entertainment for area.",1,Product: Information,NA
414,Male,M,2,35.65,Active,No,Person very friendly but only person working counter,1,Service: Knowledge,NA
418,Male,M,2,16.7,Active,No,"They provided good service.   It was easy to make on-line reservations, the airport bus took me directly and quickly to the car, gas tank filled, customer service friendly and helped with directions and luggage.",1,Service: Knowledge,NA
473,Male,M,2,52.87,Active,No,"We dealt very little with customer service, and we only walked to the car assigned for us, and drive away.",1,Service: Orders/Contracts,NA
530,Male,M,0,64.8,Active,No,"Experience was fine, usually try to get you to upgrade.",1,Service: Knowledge,NA
690,Male,M,2,51.52,Active,Yes,"We needed a minivan on very short notice to drive out of town to a funeral.  Enterprise staff worked hard to find us one, and they did. We smashed the car into a parking garage pole.  Since we had purchased the comprehensive insurance we didn't have to go through all of the B.S.",1,Product: Functioning,NA
771,Male,M,1,54.96,Active,Yes,Customer Service was fine. They were able to upgrade me for $2 a day to the next class...that was nice.,1,Service: Knowledge,NA
841,Male,M,1,60.59,Inactive,No,The representatives were helpful and considerate,1,Product: Functioning,NA
1018,Male,S,0,52.65,Active,Yes,it was a great experience,1,Service: Knowledge,NA
1087,Male,M,2,34.32,Inactive,No,Everything was great.  The line was a little long to get the car but it was a good experience.,1,Product: Functioning,NA
1119,Male,M,2,33.6,Active,Yes,Customer service was good at MSP airport and the process was very fast.  From getting off of the plane to leaving with my rental car was less than 45 minutes.,1,Service: Knowledge,NA
1277,Male,M,0,60,Active,Yes,It was fine,1,Service: Knowledge,NA
1282,Male,M,1,52,Active,No,not applicable,1,Product: Functioning,NA
1448,Male,M,2,47.97,Active,No,"customer service was very good and very professional, energetic",1,Service: Knowledge,NA
1460,Male,M,2,48.21,Active,No,friendly people,1,Product: Functioning,NA
2820,Male,M,2,26.03,Active,No,"Our customer service representative was attentive and well-dressed. He smiled appropriately and answered my questions, not from a rehearsed script, but from his own frame of reference. He shirt was neatly pressed and his hair was professionally coifed.",1,Service: Knowledge,NA
2870,Male,M,2,45.92,Inactive,Yes,"I never had to deal with customer service. The bus dropped me off at my auto, when I returned the auto, I had my receipt at that moment. I then got on the bus and left. Never having to wait in a line for customer service.",1,Product: Functioning,NA
2891,Male,S,0,55,Active,No,"They were actually very lovely. It was in Rome and there was a language barrier, but we overcame it.",1,Service: Knowledge,NA
2901,Male,M,2,14.57,Active,Yes,They offered detailed directions.,1,Product: Information,NA
2909,Male,M,0,45.51,Active,Yes,The woman at the counter was friendly and tried to accommodate me as best she could. The counter was close to the terminal and the whole thing was quick and expedient.,1,Service: Knowledge,NA
2944,Male,M,2,41.92,Active,No,Customer service was friendly and cooperative.,1,Service: Knowledge,NA
2963,Male,M,2,44.03,Active,No,They were competent.,1,Service: Knowledge,NA
3002,Male,S,0,24,Inactive,No,greater expedience - the rental and whole process was easy and fast,1,Service: Orders/Contracts,NA
3135,Male,S,0,42,Active,No,"My last experience was  seamless.  The only thing I didn't like was having to fill the tank with gas before turning it in.  It was inconvenient, but I didn't want to pay the hefty fill-up charge to the rental company.",1,Product: Pricing and Billing,NA
3156,Male,M,2,53.37,Active,Yes,"The people were very lovely.  Directions to and from our hotel, the rental company location and tourists attractions were given and they were cheerful to help us out.",1,Service: Knowledge,NA
3207,Male,M,2,44.03,Active,No,fast service,1,Service: Accessibility,NA
3264,Male,M,2,44.93,Active,No,I had no problems with the service,1,Service: Knowledge,NA
3301,Male,S,0,46,Active,No,"They were great as far as I could tell, they explained what needed to be done to use the University pricing.",1,Service: Knowledge,NA
3416,Female,M,1,48,Active,Yes,Customer service was very good,1,Service: Knowledge,NA
3420,Female,M,2,41,Active,No,service was good.,1,Service: Knowledge,NA
3556,Female,M,2,43,Active,No,"Very good. willing to drop me off and pick me up from location, upgraded me to higher level due to availability",1,Product: Functioning,NA
3676,Female,M,2,41.92,Active,No,"The service I have is always good, I have used the same company for many years and I know the counter personnel personally.  It is always good to know that they are willing to help you in any situation.",1,Service: Knowledge,NA
3707,Female,M,2,41.98,Active,Yes,"Last time I rented a auto was when I went skiing with my whole family.  We got a Chevy Blazer.  We didn't think it was as large as a Ford Explorer, so we asked to switch.  The agent was very lovely and gave us the Ford Explorer.",1,Service: Knowledge,NA
3725,Female,M,2,30.89,Active,No,I recently rented a auto and they were outstanding.  The customer service rep was very cooperative and courteous.  They even let me extend my rental by a couple of hours for no charge at all. I was very pleased with my experience and I would go back.,1,Service: Knowledge,NA
1745,Female,S,2,55,Active,No,"it was pleasant, I had no problem at all.",1,Service: Knowledge,NA
1779,Female,M,1,62,Active,Yes,They were very good and took care of what I needed. Very quick.,1,Service: Knowledge,NA
1782,Female,S,2,43,Active,Yes,The customer service people were very lovely.  During my vacation I locked my keys in the auto.  The rental company sent someone out with a new set of keys to unlock the auto.,1,Service: Knowledge,NA
1802,Female,S,0,39.79,Inactive,No,the service at the airport was very convenient.  no lines at the service desk.,1,Product: Functioning,NA
2140,Female,M,0,41,Active,No,Customer service was outstanding. Got a free upgrade without even asking. Everyone was very courteous and friendly.,1,Service: Knowledge,NA
2185,Female,M,1,64.64,Active,No,They had the class of auto that I ordered.,1,Product: Functioning,NA
2230,Female,M,2,48.21,Active,No,"Anywhere you go you will find good customer service and bad customer service.  Since I have rented so many vans, there have been too many experiences to recall so I can't say anything definitely bad",1,Product: Functioning,NA
2247,Female,M,2,31.13,Active,Yes,All the people I dealt with were pleasant and cooperative.,1,Service: Knowledge,NA
2317,Female,M,2,50.75,Active,No,"It was a good experience, received an upgrade at no charge.",1,Service: Knowledge,NA
2414,Female,M,1,52,Active,Yes,We did not have any trouble with customer service. No complaints.,1,Service: Knowledge,NA
2485,Female,M,2,30.89,Active,No,They were friendly and cooperative enough.,1,Service: Knowledge,NA
2516,Female,M,2,31.13,Active,Yes,My last rental experience for leisure was fine -- no service issues to speak of.,1,Service: Knowledge,NA
2601,Female,S,1,53.12,Active,Yes,People were lovely.  Service was fast.,1,Service: Knowledge,NA
